Business Partner;Naam;Service Adres ;Postcode;Woonplaats;Uitvoerdatum;KG;Aantal;Volume;Totaal volume;Gewicht per m3;Chauffeursbon;Contract;Afvalsoort;Periode;KG vergelijk;Afvalsoort vergelijk;Norm
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;14-01-2020;98;2;1100;2200;44,65545455;8767439 - 0174;55586168;Ongesorteerd papier en karton, Ind;2020-01;98;Ongesorteerd papier en karton, Ind;50
7001298561;Amphytrion Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;14-01-2020;27;1;240;240;112,5;8750893 - 0449;55584144;Glas, bont flessen-;2020-01;27;Glas, bont flessen-;210
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;17-01-2020;44;3;120;360;122,7777778;8760981 - 0390;55586168;Swill;2020-01;44;Swill;460
7001298561;Amphytrion Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;09-01-2020;630;1;3000;3000;210;8751384 - 0007;55584144;Glas, bont flessen-;2020-01;630;Glas, bont flessen-;210
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;06-01-2020;340;2;2500;5000;68;6273428 - 0004;55586168;Bedrijfsafval;2020-01;340;Bedrijfsafval;90
7001298561;Amphytrion Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;20-01-2020;70;1;2500;2500;28;6273430 - 0043;55584144;Bedrijfsafval;2020-01;70;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;07-01-2020;53;1;60;60;890;8733400 - 0467;55586168;Frituurvet;2020-01;53;Frituurvet;
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;22-01-2020;450;2;2500;5000;90;8796429 - 0208;55586168;Bedrijfsafval;2020-01;450;Bedrijfsafval;90
7001298561;Amphytrion Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;06-01-2020;210;1;2500;2500;84;6273428 - 0002;55584144;Bedrijfsafval;2020-01;210;Bedrijfsafval;90
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;31-01-2020;110;1;2500;2500;44;8834015 - 0034;55584939;Bedrijfsafval;2020-01;110;Bedrijfsafval;90
7001298561;Amphytrion Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;14-01-2020;33;1;660;660;50;8767439 - 0016;55584144;Ongesorteerd papier en karton, Ind;2020-01;33;Ongesorteerd papier en karton, Ind;50
7001298561;Amphytrion Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;24-01-2020;15;1;660;660;22,72727273;8808123 - 0016;55584144;Ongesorteerd papier en karton, Ind;2020-01;15;Ongesorteerd papier en karton, Ind;50
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;07-01-2020;69;1;240;240;289,1666667;8733400 - 0083;55584939;Glas, bont flessen-;2020-01;69;Glas, bont flessen-;210
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;17-01-2020;110;2;1100;2200;50;8782407 - 0205;55586168;Ongesorteerd papier en karton, Ind;2020-01;110;Ongesorteerd papier en karton, Ind;50
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;24-01-2020;33;1;660;660;50;8808123 - 0178;55584939;Ongesorteerd papier en karton, Ind;2020-01;33;Ongesorteerd papier en karton, Ind;50
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;07-01-2020;14;1;660;660;20,97878788;8747603 - 0172;55586168;Ongesorteerd papier en karton, Ind;2020-01;14;Ongesorteerd papier en karton, Ind;50
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;17-01-2020;4;1;120;120;30;8760981 - 0467;55586168;Koffiedik;2020-01;4;Koffiedik;
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;28-01-2020;140;2;240;480;290,8333333;8798546 - 0086;55584939;Glas, bont flessen-;2020-01;140;Glas, bont flessen-;210
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;29-01-2020;100;1;2500;2500;40;8820344 - 0038;55584939;Bedrijfsafval;2020-01;100;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;28-01-2020;105;3;120;360;292,7777778;8798546 - 0408;55586168;Swill;2020-01;105;Swill;460
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;24-01-2020;60;1;2500;2500;24;8807261 - 0046;55584939;Bedrijfsafval;2020-01;60;Bedrijfsafval;90
7001298561;Amphytrion Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;29-01-2020;297;1;2500;2500;118,8032;8820344 - 0039;55584144;Bedrijfsafval;2020-01;297;Bedrijfsafval;90
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;06-01-2020;190;1;2500;2500;76;6273428 - 0003;55584939;Bedrijfsafval;2020-01;190;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;17-01-2020;33;1;660;660;50;8782407 - 0204;55586168;Ongesorteerd papier en karton, Ind;2020-01;33;Ongesorteerd papier en karton, Ind;50
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;14-01-2020;32;2;120;240;132,5;8750893 - 0415;55586168;Swill;2020-01;32;Swill;460
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;17-01-2020;110;1;2500;2500;44;8777990 - 0035;55584939;Bedrijfsafval;2020-01;110;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;08-01-2020;255;2;2500;5000;51;8750697 - 0225;55586168;Bedrijfsafval;2020-01;255;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;31-01-2020;55;3;120;360;151,6666667;8812079 - 0393;55586168;Swill;2020-01;55;Swill;460
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;20-01-2020;65;1;2500;2500;26;6273430 - 0042;55584939;Bedrijfsafval;2020-01;65;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;31-01-2020;255;2;2500;5000;51;8834015 - 0129;55586168;Bedrijfsafval;2020-01;255;Bedrijfsafval;90
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;14-01-2020;48;1;240;240;200,8333333;8750893 - 0084;55584939;Glas, bont flessen-;2020-01;48;Glas, bont flessen-;210
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;31-01-2020;33;1;660;660;50;8833826 - 0202;55584939;Ongesorteerd papier en karton, Ind;2020-01;33;Ongesorteerd papier en karton, Ind;50
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;10-01-2020;33;1;660;660;50;8783284 - 0166;55586168;Ongesorteerd papier en karton, Ind;2020-01;33;Ongesorteerd papier en karton, Ind;50
7001298561;Amphytrion Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;22-01-2020;225;1;2500;2500;90;8796429 - 0043;55584144;Bedrijfsafval;2020-01;225;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;24-01-2020;46;2;1100;2200;20,97909091;8808123 - 0173;55586168;Ongesorteerd papier en karton, Ind;2020-01;46;Ongesorteerd papier en karton, Ind;50
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;29-01-2020;380;2;2500;5000;76;8820344 - 0206;55586168;Bedrijfsafval;2020-01;380;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;10-01-2020;110;2;1100;2200;50;8783284 - 0167;55586168;Ongesorteerd papier en karton, Ind;2020-01;110;Ongesorteerd papier en karton, Ind;50
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;27-01-2020;500;2;2500;5000;100;6273431 - 0088;55586168;Bedrijfsafval;2020-01;500;Bedrijfsafval;90
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;22-01-2020;225;1;2500;2500;90;8796429 - 0042;55584939;Bedrijfsafval;2020-01;225;Bedrijfsafval;90
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;13-01-2020;70;1;2500;2500;28;6273429 - 0046;55584939;Bedrijfsafval;2020-01;70;Bedrijfsafval;90
7001298561;Amphytrion Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;24-01-2020;110;1;2500;2500;44;8807261 - 0047;55584144;Bedrijfsafval;2020-01;110;Bedrijfsafval;90
7001298561;Amphytrion Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;15-01-2020;40;1;2500;2500;16;8772055 - 0040;55584144;Bedrijfsafval;2020-01;40;Bedrijfsafval;90
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;07-01-2020;40;1;660;660;60,60606061;8747603 - 0179;55584939;Ongesorteerd papier en karton, Ind;2020-01;40;Ongesorteerd papier en karton, Ind;50
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;17-01-2020;30;2;660;1320;22,72727273;8782407 - 0017;55584939;Ongesorteerd papier en karton, Ind;2020-01;30;Ongesorteerd papier en karton, Ind;50
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;28-01-2020;30;1;660;660;45,45454545;8818641 - 0172;55586168;Ongesorteerd papier en karton, Ind;2020-01;30;Ongesorteerd papier en karton, Ind;50
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;15-01-2020;280;2;2500;5000;56;8772055 - 0209;55586168;Bedrijfsafval;2020-01;280;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;24-01-2020;56;3;120;360;155,5555556;8787418 - 0388;55586168;Swill;2020-01;56;Swill;460
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;10-01-2020;100;1;2500;2500;40;8756099 - 0037;55584939;Bedrijfsafval;2020-01;100;Bedrijfsafval;90
7001298561;Amphytrion Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;10-01-2020;235;1;2500;2500;94;8756099 - 0038;55584144;Bedrijfsafval;2020-01;235;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;24-01-2020;14;1;660;660;20,97878788;8808123 - 0172;55586168;Ongesorteerd papier en karton, Ind;2020-01;14;Ongesorteerd papier en karton, Ind;50
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;14-01-2020;37;1;240;240;154,1666667;8750893 - 0409;55586168;Glas, bont flessen-;2020-01;37;Glas, bont flessen-;210
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;07-01-2020;46;2;1100;2200;20,97909091;8747603 - 0173;55586168;Ongesorteerd papier en karton, Ind;2020-01;46;Ongesorteerd papier en karton, Ind;50
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;21-01-2020;371;6;240;1440;257,7777778;8772827 - 0415;55586168;Glas, bont flessen-;2020-01;371;Glas, bont flessen-;210
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;20-01-2020;185;2;2500;5000;37;6273430 - 0080;55586168;Bedrijfsafval;2020-01;185;Bedrijfsafval;90
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;27-01-2020;100;1;2500;2500;40;6273431 - 0046;55584939;Bedrijfsafval;2020-01;100;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;24-01-2020;340;2;2500;5000;68;8807261 - 0143;55586168;Bedrijfsafval;2020-01;340;Bedrijfsafval;90
7001298561;Amphytrion Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;21-01-2020;23;1;240;240;95;8772827 - 0457;55584144;Glas, bont flessen-;2020-01;23;Glas, bont flessen-;210
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;28-01-2020;100;2;1100;2200;45,45454545;8818641 - 0173;55586168;Ongesorteerd papier en karton, Ind;2020-01;100;Ongesorteerd papier en karton, Ind;50
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;13-01-2020;210;2;2500;5000;42;6273429 - 0086;55586168;Bedrijfsafval;2020-01;210;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;06-01-2020;51;1;240;240;212,5;8743226 - 0011;55586168;Vertrouwelijk Archief;2020-01;51;Vertrouwelijk Archief;170
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;21-01-2020;71;2;120;240;294,1666667;8772827 - 0421;55586168;Swill;2020-01;71;Swill;460
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;15-01-2020;75;1;2500;2500;30;8772055 - 0039;55584939;Bedrijfsafval;2020-01;75;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;07-01-2020;272;5;240;1200;227;8733400 - 0425;55586168;Glas, bont flessen-;2020-01;272;Glas, bont flessen-;210
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;21-01-2020;59;1;60;60;990;8772827 - 0456;55586168;Frituurvet;2020-01;59;Frituurvet;
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;17-01-2020;225;1;2500;2500;90;8777990 - 0131;55586168;Bedrijfsafval;2020-01;225;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;07-01-2020;46;2;120;240;192,5;8733400 - 0431;55586168;Swill;2020-01;46;Swill;460
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;31-01-2020;33;1;660;660;50;8833826 - 0197;55586168;Ongesorteerd papier en karton, Ind;2020-01;33;Ongesorteerd papier en karton, Ind;50
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;31-01-2020;50;1;770;770;64,93506494;8834015 - 0131;55584823;Bedrijfsafval;2020-01;50;Bedrijfsafval;90
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;22-01-2020;69;1;770;770;90;8796429 - 0210;55584823;Bedrijfsafval;2020-01;69;Bedrijfsafval;90
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;13-01-2020;140;2;770;1540;90,90909091;6273429 - 0088;55584823;Bedrijfsafval;2020-01;140;Bedrijfsafval;90
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;28-01-2020;77;2;770;1540;50;8818641 - 0175;55584823;Ongesorteerd papier en karton, Ind;2020-01;77;Ongesorteerd papier en karton, Ind;50
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;17-01-2020;139;2;770;1540;90;8777990 - 0133;55584823;Bedrijfsafval;2020-01;139;Bedrijfsafval;90
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;07-01-2020;55;1;1100;1100;50;8747603 - 0177;55584823;Ongesorteerd papier en karton, Ind;2020-01;55;Ongesorteerd papier en karton, Ind;50
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;08-01-2020;65;1;770;770;84,41558442;8750697 - 0227;55584823;Bedrijfsafval;2020-01;65;Bedrijfsafval;90
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;29-01-2020;139;2;770;1540;90;8820344 - 0208;55584823;Bedrijfsafval;2020-01;139;Bedrijfsafval;90
7001298562;Geul Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;22-01-2020;225;1;2500;2500;90;8796429 - 0218;55593231;Bedrijfsafval;2020-01;225;Bedrijfsafval;90
7001298562;Geul Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;06-01-2020;95;1;2500;2500;38;6273428 - 0001;55593231;Bedrijfsafval;2020-01;95;Bedrijfsafval;90
7001298562;Geul Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;24-01-2020;100;1;2500;2500;40;8807261 - 0153;55593231;Bedrijfsafval;2020-01;100;Bedrijfsafval;90
7001298562;Geul Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;20-01-2020;140;1;2500;2500;56;6273430 - 0092;55593231;Bedrijfsafval;2020-01;140;Bedrijfsafval;90
7001298562;Geul Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;28-01-2020;47;1;240;240;195;8798546 - 0447;55593231;Glas, bont flessen-;2020-01;47;Glas, bont flessen-;210
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;28-01-2020;36;2;240;480;74,16666667;8798546 - 0416;55584823;Glas, bont flessen-;2020-01;36;Glas, bont flessen-;210
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;15-01-2020;38;1;770;770;49,35064935;8772055 - 0211;55584823;Bedrijfsafval;2020-01;38;Bedrijfsafval;90
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;24-01-2020;40;1;770;770;51,94805195;8807261 - 0145;55584823;Bedrijfsafval;2020-01;40;Bedrijfsafval;90
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;20-01-2020;170;2;770;1540;110,3896104;6273430 - 0082;55584823;Bedrijfsafval;2020-01;170;Bedrijfsafval;90
7001298562;Geul Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;17-01-2020;225;1;2500;2500;90;8777990 - 0141;55593231;Bedrijfsafval;2020-01;225;Bedrijfsafval;90
7001298562;Geul Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;17-01-2020;55;1;1100;1100;50;8782407 - 0211;55593231;Ongesorteerd papier en karton, Ind;2020-01;55;Ongesorteerd papier en karton, Ind;50
7001298562;Geul Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;13-01-2020;110;1;2500;2500;44;6273429 - 0098;55593231;Bedrijfsafval;2020-01;110;Bedrijfsafval;90
7001298562;Geul Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;10-01-2020;55;1;1100;1100;50;8783284 - 0178;55593231;Ongesorteerd papier en karton, Ind;2020-01;55;Ongesorteerd papier en karton, Ind;50
7001298562;Geul Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;21-01-2020;48;1;240;240;198,3333333;8772827 - 0462;55593231;Glas, bont flessen-;2020-01;48;Glas, bont flessen-;210
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;06-01-2020;195;2;770;1540;126,6233766;6273428 - 0085;55584823;Bedrijfsafval;2020-01;195;Bedrijfsafval;90
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;21-01-2020;29;2;240;480;59,58333333;8772827 - 0429;55584823;Glas, bont flessen-;2020-01;29;Glas, bont flessen-;210
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;10-01-2020;50;2;770;1540;32,46753247;8756099 - 0135;55584823;Bedrijfsafval;2020-01;50;Bedrijfsafval;90
7001298562;Maas/Kanjel Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;27-01-2020;139;2;770;1540;90;6273431 - 0090;55584823;Bedrijfsafval;2020-01;139;Bedrijfsafval;90
7001298562;Geul Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;31-01-2020;30;1;1100;1100;27,27272727;8833826 - 0203;55593231;Ongesorteerd papier en karton, Ind;2020-01;30;Ongesorteerd papier en karton, Ind;50
7001298562;Geul Hoge Hotelschool Campus;Bethlehemweg 2;6222 BM;MAASTRICHT;07-01-2020;55;1;1100;1100;50;8747603 - 0180;55593231;Ongesorteerd papier en karton, Ind;2020-01;55;Ongesorteerd papier en karton, Ind;50
